start_sent,sentences,entities
2523,"The room went quiet. Harry thought ... What scared 
him most in the world? 

 His first thought was Lord Voldemort — a Voldemort 
returned to full strength.","['Lord', 'the', 'The', 'Harry', 'Voldemort']"
2524,"Harry thought ... What scared 
him most in the world? 

 His first thought was Lord Voldemort — a Voldemort 
returned to full strength. But before he had even 
started to plan a possible counterattack on a boggart - 
Voldemort, a horrible image came floating to the 
surface of his mind.","['Lord', 'Harry', 'Voldemort', 'the']"
2525,"His first thought was Lord Voldemort — a Voldemort 
returned to full strength. But before he had even 
started to plan a possible counterattack on a boggart - 
Voldemort, a horrible image came floating to the 
surface of his mind. ... 



","['Lord', 'Voldemort', 'the']"
2526,"But before he had even 
started to plan a possible counterattack on a boggart - 
Voldemort, a horrible image came floating to the 
surface of his mind. ... 



 Page | 150 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




A rotting, glistening hand, slithering back beneath a 
black cloak ... a long, rattling breath from an unseen 
mouth . . .","['Harry Potter', 'black', 'Voldemort', 'the']"
2527,"... 



 Page | 150 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




A rotting, glistening hand, slithering back beneath a 
black cloak ... a long, rattling breath from an unseen 
mouth . . . then a cold so penetrating it felt like 
drowning.","['Harry Potter', 'black', 'the']"
2528,"Page | 150 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




A rotting, glistening hand, slithering back beneath a 
black cloak ... a long, rattling breath from an unseen 
mouth . . . then a cold so penetrating it felt like 
drowning. ... 

","['Harry Potter', 'black', 'the']"
2529,"then a cold so penetrating it felt like 
drowning. ... 

 Harry shivered, then looked around, hoping no one 
had noticed.",['Harry']
2530,"... 

 Harry shivered, then looked around, hoping no one 
had noticed. Many people had their eyes shut tight. 
",['Harry']
2531,"Harry shivered, then looked around, hoping no one 
had noticed. Many people had their eyes shut tight. 
 Ron was muttering to himself, “Take its legs off.” 
","['Harry', 'Ron']"
2532,"Many people had their eyes shut tight. 
 Ron was muttering to himself, “Take its legs off.” 
 Harry was sure he knew what that was about.","['Harry', 'Ron']"
2533,"Ron was muttering to himself, “Take its legs off.” 
 Harry was sure he knew what that was about. Ron’s 
greatest fear was spiders. 

","['Harry', 'Ron']"
2534,"Harry was sure he knew what that was about. Ron’s 
greatest fear was spiders. 

 “Everyone ready?” said Professor Lupin. 

","['Harry', 'Lupin', 'Ron']"
2535,"Ron’s 
greatest fear was spiders. 

 “Everyone ready?” said Professor Lupin. 

 Harry felt a lurch of fear.","['Harry', 'Lupin', 'Ron']"
2536,"“Everyone ready?” said Professor Lupin. 

 Harry felt a lurch of fear. He wasn’t ready.","['Harry', 'Lupin']"
2537,"Harry felt a lurch of fear. He wasn’t ready. How could 
you make a dementor less frightening?",['Harry']
2539,"How could 
you make a dementor less frightening? But he didn’t 
want to ask for more time; everyone else was nodding 
and rolling up their sleeves. 

 “Neville, we’re going to back away,” said Professor 
Lupin.","['Neville', 'Lupin']"
2540,"But he didn’t 
want to ask for more time; everyone else was nodding 
and rolling up their sleeves. 

 “Neville, we’re going to back away,” said Professor 
Lupin. “Let you have a clear field, all right?","['Neville', 'Lupin']"
2541,"“Neville, we’re going to back away,” said Professor 
Lupin. “Let you have a clear field, all right? I’ll call the 
next person forward. ...","['Neville', 'Lupin', 'the']"
2542,"“Let you have a clear field, all right? I’ll call the 
next person forward. ... Everyone back, now, so 
Neville can get a clear shot — ” 

They all retreated, backed against the walls, leaving 
Neville alone beside the wardrobe.","['Neville', 'the']"
2543,"I’ll call the 
next person forward. ... Everyone back, now, so 
Neville can get a clear shot — ” 

They all retreated, backed against the walls, leaving 
Neville alone beside the wardrobe. He looked pale and 
frightened, but he had pushed up the sleeves of his 
robes and was holding his wand ready. 

","['Neville', 'the']"
2544,"Everyone back, now, so 
Neville can get a clear shot — ” 

They all retreated, backed against the walls, leaving 
Neville alone beside the wardrobe. He looked pale and 
frightened, but he had pushed up the sleeves of his 
robes and was holding his wand ready. 

 “On the count of three, Neville,” said Professor Lupin, 
who was pointing his own wand at the handle of the 
wardrobe.","['count', 'Neville', 'Lupin', 'the']"
2545,"He looked pale and 
frightened, but he had pushed up the sleeves of his 
robes and was holding his wand ready. 

 “On the count of three, Neville,” said Professor Lupin, 
who was pointing his own wand at the handle of the 
wardrobe. “One — two — three — now\” 

A jet of sparks shot from the end of Professor Lupin’s 
wand and hit the doorknob.","['count', 'Neville', 'Lupin', 'the']"
2546,"“On the count of three, Neville,” said Professor Lupin, 
who was pointing his own wand at the handle of the 
wardrobe. “One — two — three — now\” 

A jet of sparks shot from the end of Professor Lupin’s 
wand and hit the doorknob. The wardrobe burst 
open.","['the', 'count', 'Neville', 'Lupin', 'The']"
2547,"“One — two — three — now\” 

A jet of sparks shot from the end of Professor Lupin’s 
wand and hit the doorknob. The wardrobe burst 
open. Hook-nosed and menacing, Professor Snape 
stepped out, his eyes flashing at Neville. 



","['the', 'Snape', 'Neville', 'Lupin', 'The']"
2548,"The wardrobe burst 
open. Hook-nosed and menacing, Professor Snape 
stepped out, his eyes flashing at Neville. 



 Page | 151 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Neville backed away, his wand up, mouthing 
wordlessly.","['the', 'Harry Potter', 'Snape', 'Neville', 'The']"
2549,"Hook-nosed and menacing, Professor Snape 
stepped out, his eyes flashing at Neville. 



 Page | 151 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Neville backed away, his wand up, mouthing 
wordlessly. Snape was bearing down upon him, 
reaching inside his robes. 

","['Neville', 'Harry Potter', 'Snape', 'the']"
2550,"Page | 151 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




Neville backed away, his wand up, mouthing 
wordlessly. Snape was bearing down upon him, 
reaching inside his robes. 

 “R — r — riddikulusV’ squeaked Neville. 

","['Neville', 'Harry Potter', 'Snape', 'the']"
2551,"Snape was bearing down upon him, 
reaching inside his robes. 

 “R — r — riddikulusV’ squeaked Neville. 

 There was a noise like a whip crack.","['Neville', 'Snape']"
2552,"“R — r — riddikulusV’ squeaked Neville. 

 There was a noise like a whip crack. Snape stumbled; 
he was wearing a long, lace-trimmed dress and a 
towering hat topped with a moth-eaten vulture, and 
he was swinging a huge crimson handbag. 

","['Neville', 'Snape']"
2553,"There was a noise like a whip crack. Snape stumbled; 
he was wearing a long, lace-trimmed dress and a 
towering hat topped with a moth-eaten vulture, and 
he was swinging a huge crimson handbag. 

 There was a roar of laughter; the boggart paused, 
confused, and Professor Lupin shouted, “Parvati! 
","['Parvati', 'Snape', 'Lupin', 'the']"
2554,"Snape stumbled; 
he was wearing a long, lace-trimmed dress and a 
towering hat topped with a moth-eaten vulture, and 
he was swinging a huge crimson handbag. 

 There was a roar of laughter; the boggart paused, 
confused, and Professor Lupin shouted, “Parvati! 
 Forward!” 

","['Parvati', 'Snape', 'Lupin', 'the']"
2555,"There was a roar of laughter; the boggart paused, 
confused, and Professor Lupin shouted, “Parvati! 
 Forward!” 

 Parvati walked forward, her face set.","['Parvati', 'face', 'Lupin', 'the']"
2556,"Forward!” 

 Parvati walked forward, her face set. Snape rounded 
on her.","['face', 'Snape', 'Parvati']"
2557,"Parvati walked forward, her face set. Snape rounded 
on her. There was another crack, and where he had 
stood was a bloodstained, bandaged mummy; its 
sightless face was turned to Parvati and it began to 
walk toward her very slowly, dragging its feet, its stiff 
arms rising — 

“RiddikulusV’ cried Parvati. 

","['face', 'Snape', 'Parvati']"
2558,"Snape rounded 
on her. There was another crack, and where he had 
stood was a bloodstained, bandaged mummy; its 
sightless face was turned to Parvati and it began to 
walk toward her very slowly, dragging its feet, its stiff 
arms rising — 

“RiddikulusV’ cried Parvati. 

 A bandage unraveled at the mummy’s feet; it became 
entangled, fell face forward, and its head rolled off. 

","['the', 'Parvati', 'Snape', 'face']"
2559,"There was another crack, and where he had 
stood was a bloodstained, bandaged mummy; its 
sightless face was turned to Parvati and it began to 
walk toward her very slowly, dragging its feet, its stiff 
arms rising — 

“RiddikulusV’ cried Parvati. 

 A bandage unraveled at the mummy’s feet; it became 
entangled, fell face forward, and its head rolled off. 

 “Seamus!” roared Professor Lupin. 

","['Seamus', 'the', 'Parvati', 'face', 'Lupin']"
2560,"A bandage unraveled at the mummy’s feet; it became 
entangled, fell face forward, and its head rolled off. 

 “Seamus!” roared Professor Lupin. 

 Seamus darted past Parvati. 

","['Seamus', 'Parvati', 'the', 'face', 'Lupin']"
2561,"“Seamus!” roared Professor Lupin. 

 Seamus darted past Parvati. 

 Crack !","['Seamus', 'Lupin', 'Parvati']"
2562,"Seamus darted past Parvati. 

 Crack ! Where the mummy had been was a woman 
with floor-length black hair and a skeletal, green- 
tinged face — a banshee.","['black', 'Seamus', 'the', 'Parvati', 'face']"
2563,"Crack ! Where the mummy had been was a woman 
with floor-length black hair and a skeletal, green- 
tinged face — a banshee. She opened her mouth wide 
and an unearthly sound filled the room, a long, 
wailing shriek that made the hair on Harry’s head 
stand on end — 

“RiddikulusV’ shouted Seamus. 

","['black', 'Seamus', 'the', 'face', 'Harry']"
2564,"Where the mummy had been was a woman 
with floor-length black hair and a skeletal, green- 
tinged face — a banshee. She opened her mouth wide 
and an unearthly sound filled the room, a long, 
wailing shriek that made the hair on Harry’s head 
stand on end — 

“RiddikulusV’ shouted Seamus. 

 Page | 152 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




The banshee made a rasping noise and clutched her 
throat; her voice was gone. 

","['black', 'Seamus', 'the', 'Harry Potter', 'face', 'The', 'Harry']"
2565,"She opened her mouth wide 
and an unearthly sound filled the room, a long, 
wailing shriek that made the hair on Harry’s head 
stand on end — 

“RiddikulusV’ shouted Seamus. 

 Page | 152 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




The banshee made a rasping noise and clutched her 
throat; her voice was gone. 

 Crack).","['Seamus', 'the', 'Harry Potter', 'The', 'Harry']"
